Futures Contract, Date, Time,Notes,Good Moment (Y|N|N/A)?
/MES,11/13/23,8:29 AM,Current price is 4415. MES is still trading near supply of 4430 on the daily chart. Price still tightly consolidated. Remember to be careful about trading in this range based on what Carmine said. Going long would be a trap based on the 10/12 high of 4430 and the 10/17 high of 4423 before price started selling off. 1hr chart shows a high of 4425 at 5am and a low of 4409 yesterday at 11pm. 15m chart shows a sell off occurring from 4425 towards 4409 starting at 7:30. 5m chart shows the same with heavy consolidation around 4415 and price selling off starting at 8:30 am. Will price head back towards 4380?,Y
/MCL,11/13/23,8:37 AM,Current price 77.72. MCL is on the rise again! But mostly trading in a consolidated range. It's taking longer than expected to return to 80. 1hr chart shows significant bullish volume at 8am (essentially a repeat of the trade I had on Friday from 77.12 - 77.53). High of 77.81. 5m chart shows a small sell off forming after a high of 77.77. We're at resistance now. So the question is whether price will break through or if it will sell off again. The overall trend is long ,Y
/NG,11/13/23,8:44 AM,"Current price 3.183. NG stepped in with significant bullish price movement today opening at 3.064! So the reversal did happen, but I missed it! Actually, I didn't miss it. 1hr chart shows a gap up at 5pm yesterday (market open) followed by a bullish rally. Price actually reached a high of 3.217 this morning at 7am and sold off to 3.147 before bouncing and rallying again. NG is in play! 15m chart shows the bounce started happening at 8:15am ",Y
/MYM,11/13/23,8:49 AM,Current price 34292. MYM is trading is a tight range like MES and also trading at resistance/supply. 1hr chart shows a clear range of 43201 - 34350. 15m chart shows a bounce at 34250 up to 34321. 5m chart is at a consolidation point,Y
News Update,11/13/23,8:52 AM,"Good! Improvement! Today is not a trend trading day based on this headline: *Markets Wait for US CPI.* "" Sentiment across markets remains cautious ahead of the release of the CPI data from the U.S. on Tuesday"". Based on this news, today *is* likely to be a range-trading day. https://www.rttnews.com/story.aspx?Id=3404859",Y
/MES,11/13/23,8:57 AM,"Price fell through 4409 to 4407, testing liquidity. Sharp rejection of 4407.25 showing buyers are present. I see now why Carmine is hesitant about today",Y
/NG,11/13/23,9:04 AM,"Progress! I saw a wrap up of a small short back to the mean (mean reversion) from 3.192 to 3.165 and decided to enter after seeing price break the low of 3.173. I exited promptly at 3.164 for a gross profit of $50. This wasn't the most high quality trade because I wasn't sure what my stop loss should have been and price was already trading so close to a consolidated range that it's like I missed most of the trade already. Still, I'm happy about my exit as price is going back up. The true progress is that I traded NG live with full leverage today! What I love about this is that my time spent in the simulator is paying off! *Never underestimate training & practicing before the real game!* That's the lesson!",Y
/NG,11/13/23,10:29 AM,"I learned something new from *not* entering a trade! And I learned a reason why I tend to trade sideways! Today I traded NG based on ""reverse momentum(?)"". I saw a large bullish candle that felt overextended relative to the other candles. That and because of the larger trend I believed there would be a sell off. I didn't enter well, but I got in and got out at the close of the reversal of this candle. Then, at 10:10am, the opposite occurred! I wanted to enter because price fell through the low of 3.136 which was a bearish signal because there was a strong rejection at 3.136 so I was expecting price to hold. Price fell through 3.136 very quickly (within 5m) creating a *short overextended candle*. And I wanted to go short at 3.130 towards 3.115, and my intuition told me not to even though my dopamine desire told me yes. In hindsight, that overextended short candle was followed by by significant bullish price movement that essentially canceled that overextended price movement, and this happens all the time! Had I entered at 3.130 and not had a good stop in place. I would be down $200 on that trade. So I'm happy that today I'm keeping my profits #progress",Y
Closing Daily Reflection,11/13/23,11:00 AM,"So many good things happened today! Carmine & Dylan's trading community is exactly what I've needed to keep growing! Unfortunately the people in my previous role truly did get under my skin and because of their influence I really did start believing there was somehow merit in mediocrity. That mediocrity was the winning path. And that being closed-minded, having a big ego, and thinking small were somehow driving success (even though I knew deep down that these ingredients don't drive long-term success). The trading community! Where people are open-minded, have small egos, think BIG, and want to support each other is life changing in a positive way! We're all improving together, already! Also, I kept my profits today! I could have easily lost $200-$300 on NG after earning $50 just because of not controlling my emotions. Instead of re-entering to get another dopamine hit (like Adam Fiske warned about), I sat backed and really payed attention to what's happening in the market, (like Carmine has said about the market telling a story). The stories are becoming easier to read! It's really nice keeping my profits today and improving with the group! Also, it's cool to see how different instruments trade. Like JayNTX did about the same multiple as I did, but he did so in a way where he received 10x more leverage on his profits! This is awesome and a really great lesson about the hope the future holds! While I'm glad that I didn't trade MES or ES today, I would have totally traded MES while I'm still learning & developing my MES/ES edge, which would have yielded in profits the  same $50 that I earned from NG, but in a more efficient way because I can increase leverage moving from MES to ES, whereas I can't increase leverage from NG. Super excited about The Fin Tea! Also, CaptJames had good insights on NEE options, citing that energy stocks are good because bond yields went up, options are cheap, and the price moves are slower/more methodical!",Y
Opening Daily Reflection,11/14/23,7:54 AM,"I feel energized this morning from running yesterday! I also feel energized from being part of the Investitrade Trading community and learning from Dylan! It's true that life is funner *when we're doing the same thing* with likeminded people. Today I'm checking specifically how the market responds to the CPI report! I'm feeling grateful about the process of learning how to trade effectively! I'm also feeling a bit overwhelmed lol. Trading is an actual job that requires actual skill. It's not easy money. Also, I finally understand more & more that designed ignorance plays a key role in more people not being successful in financial markets. Whereas there is a degree for computer science and companies and job fairs with a clear path to help people become professional software engineers, there is no such path for becoming a professional trader (or if there is, it's not obvious). I have a feeling that I can study finance in college to learn about accounting and company valuations to become a financial analyst at a bank. And that this job would never help me become more effective at trading/investing",Y
News Update,11/14/23,8:02 AM,"CPI is in! ""In October, the Consumer Price Index for All Urban Consumers was unchanged, seasonally adjusted, and rose 3.2 percent over the last 12 months, not seasonally adjusted. The index for all items less food and energy increased 0.2 percent in October (SA); up 4.0 percent over the year (NSA)."" The market (MES) responded favorably to the essence of the CPI (i.e. That inflation has remained flat from the previous month, which is good!)",Y
/MES,11/14/23,8:05,"Current price $4484. The market is FAST. I missed the CPI news by 30min and the market already went up from 4420 to 4484, breaking through supply and forming a new zone! The daily chart shows we're heading back towards 44560. 1hr chart shows that significant price movement happened at 7am so there could be a sell off. 15m chart shows that the move happened right at 7:30am when the report was released. Also, observe that price shook out traders before going up! Price was at 4430 and dipped into 4420 before going up to 4480. It's a calculated price move. A new base has formed with resistance at 4490. 5m chart shows that most of the gas happened within a very short time frame (between 7:30am-7:35am), which is a really good sign that this move is not over! MES is still in play. I need to watch carefully for a reversal or a continuation. A reversal towards 4460 feels more likely because price went up fast or price will continue to climb back to 4500. Need to watch carefully",Y
/MCL,11/14/23,8:17 AM,MCL is making it's way stubbornly back to $80/bbl and I'm having difficultly knowing when to enter lol. Price climbed up $1 this morning from 77.80 to 78.92 and then broke through 79. Current price is 79.09. Just hard to know when to enter ,Y
/NG,11/14/23,8:20 AM,"Current price 3.158. Surprisingly, NG sold off from 3.264 (where there is resistance) and is back down. So NG is range trading on the dailyc chart. 1hr chart shows price decreased at 7am, which is really interesting in response to CPI, which I believe showed deflation in energy! Price bounced off 3.130 again! 15m chart shows choppiness after the 7am sell off (no clear direction) with a high of 3.189 at 7:45 am. Price is back in a tight range of 3.150 - 3.166. Could rally back to 3.189 or retest 3.131. Have to wait ",Y
/MYM,11/14/23,8:26 AM,Correlates with the ES. Current price 34763 ,Y
/ES,11/14/23,10:52 AM,"I ended up going long on the ES at ~4501 and exiting around ~4506 for an almost 5 point bullish profit! This was a really good trade for me because my psychology improved! The millionaire trader Shay (Humbled Trader) was interviewing got to me in her recent YouTube video that I saw last night. He said something like, ""If you're too afraid to risk enough money to make it worthwhile in transitioning from 9-to-5 to being a fulltime trader then you'll never make it."" So I decided to jump into the water and swim instead of sinking! I totally feel God's help and blessings in making all this work so I definitely want to say the glory goes to God! So instead of keeping my risk as small as possible on bullish movement supported by CPI, *I dedcided to trade the ES and had a psychological breakthrough*! The ES is fine as long as there's *confirmation*. Today, while I missed the incredible (and fast!) bullish move from 4420 to 4500, I saw that 4500 is a key price level like Dylan was saying! So I waited for price to break through 4500 (there were so many retests of 4500) to go long. My intuition was that because bulls are hammering 4500 even though there are many limit orders at 4500, as soon as price breaks through, price will take off and have support at 4500. Things went almost as planned! There was a sell off after I entered and I was down ~$112 for a split second. Then price did hold at 4500 and started going up towards 4510 which is where I was originally planning to exit. I instead exited around 4506 because *I had reached a new milestone* in earning $200+ on a single trade! So I exited for a gross profit of $237.50 and a net profit of $231.92! I have mixed feelings about the trade because price sold off back towards 4502 after I exited making me feel good about where I exited and now price is back up to 4515, having reached a high of 4520! That said, today was a huge milestone moment because a month ago I said to myself that I wanted to earn $50 a day and $250 a week! Now I'm close to earning $250 in a day! (WITH ROOM TO SCALE UP). All of the learning and practice and discipline and my Investitrade trading teachers and our trading community  is paying off! My live account is back to being profitable (way more profitable than when I was up $18 net and thought I had an edge)! I can actually pay myself out from today if I want! Also, between earning $50 yesterday and $237 today, I'm up close to $300 for the week, surpassing my goal of earning $250/week! I have to keep going and keep improving and keep working on my risk management! More than anything, I'm happy to be experiencing a significant change in mindset that I'm so excited to bring to others as we give people Financial Prosperity through The Fin Tea!",Y
/NG,11/14/23,11:10 AM,"I returned to the simulator after my profitable ES trade to remain humble, keep practicing, and refrain from dopamine-based trading. Also, my mind was feeling a bit worn after the nice ES trade! Also, while I can feel the market's energy, (4512, eh-hem!), there are still limits to my own energy and how much my mind can handle. So I went back to the simulator to practice good risk management and to remain safe in case I overdid it psychologically. I entered NG sloppily (early) at 3.156 after seeing two capitulations during the day with the most recent bouncing higher at 3.131. So I entered to do a range trade towards 3.189, even though price was currently bearish (THIS WAS BAD). I set an automated exit at 3.189 and a psychological stop loss at 3.144. My psychological stop loss got hit. *The market aimed to stop me out (or it felt that way)*. Because of the capitulations I had seen and knowing we were making higher lows, and because I was in the simulator, I hung on through an unrealized loss of $120. Then price kicked back in and I was up $60. I reached my psychological limit and exited the trade for a $60 profit. This trade was bad from an entry and exit standpoint. I should have waited for bullish momentum to enter and I should have found the psychological fortitude and persistence to at least get to 3.172 before exiting (exited at 3.162). Then I would have exited at a $160 profit, making the actual trade reward-risk closer to 2:1, whereas my actual trade reward-risk ended up being 1:2, with a profit of $60 and a risk of $120. So more improvement is needed. Still, it's exciting to see my progress and to know that, through God, we at The Fin Tea will be able to help a ton of people be able to do this as well!",Y
Closing Daily Reflection,11/14/23,11:22 AM,"Today was a really good day! Thanks to God, I'm starting to make significant progress in trading through reaching the milestones I've set for myself 🙏! Soon I will have to set new milestones! Also what Kevin Hart said is true: ""The hardest part is showing up and giving it 100% of your ability and not seeing results. And then having to find it within ourselves to go even harder the next day!"" So much of this is about psychological energy, mindset, and knowledge. It's not just knowing it's possible to earn $200+ on a trade or $2000+ on a trade of $20k+ on a single trade, or even $200k+ on a single trade – it's also about believing that I can and that others can too! I need to be careful about entering into trades that are likely to be stopped out, like what I saw on NG. Also, I need to see how I can improve on these news-based, in-play, price moves (CPI happens once a month). Rememember to learn about PPI!. Why did I feel 4506 was a good exit? Why did that turn out to be true in the short term (next 10min or so) and why did that turn out to be false over the next hour or so? Would it have made sense on my first ES trade to stay in and hold until 4515, risking the loss of most of my profits when I was up $200+? Was I impatient today in my exit? Or was I patient following my trade plan and allowing myself to stretch & grow into reaching new milestones?",Y
Opening Daily Reflection,11/15/23,7:34 AM,"Trading is hard on the mind! Today I'm tired in the sense that my mind feels *saturated*. My mind wants to do body things instead of number things. I'm learning so much about trading from Carmine & Dylan and I'm improving significantly. At the same time, the more information I ingest, including CPI reports, PPI reports, how they correlate with market prices, etc. the more mentally fatigued I feel. That said, here I am showing up! It's about *discipline*. I showed up early for the PPI report news. It's true that there's no way to time it because the price movement occurs just before the report is released",N 
News Update,11/15/23,7:37 AM,Monthly PPI report has been released! Demand for goods is down a bit from Sept to Oct (0.5%). Demand for services is steady. Demand for goods & services is up 1.3% from a year ago ,Y
/MES,11/15/23,7:43 AM,"Current price 4520. Price is selling off steep from 4533 on PPI news! I don't fully understand people's reaction to PPI so I'm hesitant to enter. Price is now holding at 4520. If I go short, what's my risk? Is it $100? Is it $300? And what's my trade? A short trade could go back to 4500. I would check for a reversal to 4510 and then 4500 as another target. What would invalidate this move? A break above 422.75 would invalidate the move. Yeah, price is holding at 4520 and bouncing so it's a really good entry to go short if price falls through. Glad I didn't enter. This would have been an emotional, ride the falling knife and get trapped trade ",Y
/MCL,11/15/23,7:49 AM,MCL is being MCL at a current price of 77.56 lol. MCL was easily heading towards $80 yesterday and was almost there at 79+. This is why I haven't trade MCL recently. Just as soon as I feel like I have confidence and confirmation about price direction a reversal occurs and price doesn't make sense to me ,Y
/NG,11/15/23,7:51 AM,"NG is back up at 3.199! It's still range trading. Daily chart is choppy. 1hr chart shows a strong reversal from a low of 3.070 to 3.202. 15m chart shows the same, with two points of support at 3.161. 5m chart also shows strong bullish momentum. It's a good day to go long actually as long as I respect the daily choppiness and be careful about where supply is ",Y
/MYM,11/15/23,7:55 AM," Current Price 34969. Similar bullish movement to MES. Price is at supply on the daily chart. 1hr chart surprisingly shows little price movement from the balanced range MYM is trading in. 15m chart shows the same sell off as MES, and the sell off followed by the rebound is actually pretty small (it's a narrow range). Volume is low. RSI at 39 is coming back up from being oversold. 5m chart shows consolidation at 34960",Y
/MES,11/15/23,9:40 AM,"I went short on MES at 4518.50 at 8:16 AM with a thesis that price would head back to 4512-4510 if price fell through 4520. I was wrong. It turned out to be a fake/liquidity trap before the market went higher. I thought hard about what Dylan said about: ""How much are you comfortable risking?"" And my answer, today, based on market conditions, felt like $50. AND IT WORKS! While $50 ended up being my max risk, which clued me into scaling down to trading MES instead of ES, my actual trade risk ended up being $20, which was 4 points. Not exactly sure how I arrived at that, but it was something like 4520 is a key level and price was at ~4522, which told me that 4520 was still acting as support rather than resistance. I stayed in the trade until 8:28 AM (~12min) and stopped out. THIS WAS GOOD RISK MANAGEMENT. Although it's been a range-trading day on MES, price continued higher and I would have lost a lot more. If I had traded the ES I would have been down $200 without having the emotional strength to stay focused on high quality trades afterwards. Price ended up going to a high of 4535 which I'm actually happy about because a friend of mine named DSO from our trading community had a big win today because of it! ",Y
/MES,11/15/23,9:54 AM,"EMOTIONS MATTER. I botched this trade after feeling disappointed about my $20 loss on MES earlier. I went short at 4524.75 at 8:40 AM and ended up closing this trade at near break-even (after fees) when I could have made $15 on it. It's true that psychologically I started thinking about how I could earn back my loss. I covered at 8:44 AM at 4524.25 for really almost break even. This wasn't a good trade. I had also set an automated exit at 4 points so I really was ""revenge"" trading ",N 
/MES,11/15/23,10:03 AM,"I really liked this trade because it was one of the first times that I thought about what people are doing in the market. I remembered that I had gotten faked out on shorting MES so I watched carefully to see if it would happen again and the pattern repeated but I made a new decision this time! Price went to a new low of say 4517. Instead of going short again, I recognized that it was another liquidity trap and went long at 4519.00 at 8:54 AM. I exited within a minute at a 4521.25 for a nice $10+ profit! The range-trading pattern of the day helped me see this price move. Now, I exited way too early and could have held through the pain towards a nice 10 point profit at 4529, but I didn't want to endure the pain of another loss after the $15 I would have had on my previous trade. Mostly I liked that I was in tune with what people were doing in the market!",Y
/NG,11/15/23,10:09 AM,"This was the most *wild* trade I've done so far! I saw that NG was also having a range-trading day and couldn't really watch prices on it while focusing on MES so I set two alerts: 1 alert at the low end of the range and another at the high end of the range. THIS SOMEHOW MESSED UP THE TRADING FLOW ON NG. I have no idea how to explain this, but price didn't budge from 3.182 after I set my alerts. I kept checking NG for about 30min for an entry and price hadn't budged. I removed my alerts and price sold off to my entry within 5m after that (it required that I check price manually). It was super weird!!! Anyway, I entered at 3.170 at 9:04 AM, where I expected and I exited early for a 5-point profit that could have been 6 points randomly and 10 points had I hung in there. NG still makes me feel anxious because of the amount of leverage. This tells me I should spend more time trading NG in the simulator. Still, this was a good trade and it put me back into a gross profit of $43.75 for the day and a net profit of $32.61 for the day after fees",Y
Closing Daily Reflection,11/15/23,10:17 AM,"Today was a good day considering that market conditions were not ideal for my trading style. I decided to call it after 4 trades because of that because I didn't want to over trade. While $32.61 net profit for the day feels small emotionally, it feels much better than the $200+ loss I easily would have suffered had I scaled up to trading the ES during uncertain market conditions where I wasn't sure if I had an edge. So today was an excellent risk management day. And, gratefully, I ended the day with a bit more net profit *that I can actually pay out to pay for life*!!! My account is currently up to $2206.19, which is $206.19 net profit on my initial account value. I'm up 10%+ and feeling good. I'm extremely happy that I stopped listening to people who are playing the social game of ""You can't beat the market"". I'm making progress 🙏. All thanks and glory goes to God! Also, I had a larger non-equities-trading reflection that our US capitalist society tends towards trading because a lot of the system is unfair. I learned yesterday that Home Equity Loans and Home Equity Lines of Credit aren't real because even though people say they're backed by your home, you need consistent income to obtain them, which really says that they're backed by income. Also, home sale proceeds are taxed at ordinary income tax rates unless the money is put towards a new home. So unless you flip homes (which is trading) then selling a home after holding it for many years becomes a bad deal. It all points back to time poverty. The system is well designed to keep people time poor. Same with personal loans. You can't get a personal loan unless you already have money lol. And if you already have money then you don't need a loan lol. So trading is a legitimate time-wealth solution for people who lean towards the sigma spectrum. I really like it. Also, I'm really excited about gamifying The Fin Tea! It's amazing to see my trading progress 1.5 months in! A month ago I just wanted to earn $50 a day and now I'm eyeing $250+ earnings days which tells me that soon enough I'll be acustomed to  $250+ earnings days and will be eyeing $1000+ earnings days, aiming for $5000+ weeks. And then it'll be $10000+ weeks and not only will my life change for the positive but, through God, I'll be able to help change so many other people's lives for the positive, including my family!",Y
Opening Daily Reflection,11/17/23,8:10 AM,"I'm back and refreshed after a day off from trading. Trading is like working out! Just as the body needs rest (e.g. rotating chest days with leg days and cardio days), the mind needs rest from trading to recover. Also, because of Carmine I'm coming back to the market much stronger today! *Trading is like making shots in basketball*. Right now I'm learning what shots (trades) I'm good and making and how often I can make them. And I'm *developing a system for risk managing shots (trades)*. Right now I'm comfortable risking max $50 per trade to earn $100 per trade because that's where my shots are performance-wise. On Wednesday, I missed a shot on MES and lost $20, which I was okay with because it was my planned risk. Then I ended up earning $60 on my next 3 shots, giving me a win rate of 75% and ending the way up $30 in net profit. It's a tiny amount of profit and yet it's teaching me how to grow & scale!",Y
News Update,11/17/23,8:19 AM,"The BLS is releasing a state employment report at 9am Central Time. - https://www.bls.gov/bls/newsrels.htm. Crude oil prices are down because supply has increased in the US and global demand is down. ""Although they backed up a bit on Friday, U.S. crude oil prices have plummeted this week - hitting four-month lows on Thursday on a mix of rising U.S. inventories and global demand levels that JP Morgan estimates is running at half their standing forecasts for November so far. Crude has now lost almost 25% in just six weeks - aided by the U.S. gradually lifting oil sanctions on Venezuela."" - https://www.investing.com/news/commodities-news/marketmind-treasury-yields-dive-as-oil-craters-economy-softens-3237532. Natural Gas is down due to a variety of key factors according to Google Search AI: ""Natural gas prices have been falling in 2023 due to: Mild temperatures, Record production, Above-average inventory levels, Improved energy efficiency, Behavioral changes in gas consumption""",Y
/MES,11/17/23,8:32 AM,"On the daily chart price is still trading in a very narrow range (BE CAREFUL). Yesterday price ranged from 4501-4529.50 after opening 4514.50. Today price opened at 4528 and reached a high of 4539 before selling off to a current price low of 4519.50. It's another range-trading day and price direction is currently unclear to me . Will price bounce soon? There's probably a nice ride back up to 4530. Or we could see 4501 again. Have to wait. 1hr chart shows the same. 15m chart shows price fell through support at 4530. And price is finding support around 4518 again. 5m chart shows indecision at 4519, suggesting a reversal. NEED TO WAIT until after the state employment & unemployment report is released.",Y
/NG,11/17/23,8:40 AM,"Current price 2.943. NG is really selling off after some impressive rallies this week! There's an overall gently sloped bearish trend with price falling through a key price level of 3.000. 1hr chart shows price started selling off at 7am today with significant sell offs at 7am & 8am. If price reverses, expect resistance at 3.028 which is the low of the 11/16/2023 @9am candlestick. Price is now back to summer lows, which is significant. Price hasn't been this low since 7/14/2023. 15m chart shows a bounce occuring. Price hit a low of 2.941 and bounced a bit to 2.959. So price is in consolidation, with 2.940s being the low. If there's a bullish reversal, can ride price back up towards 3.000. RSI is oversold at 20",Y
/MCL,11/17/23,8:49 AM,"Current price 74.35. MCL is going back up after selling off to 72.12. There could be a good entry back towards 76 even though news says supply is up & global demand is down. Price bounced yesterday at 1pm and there's been bullish movement since then, which says that price was oversold. The question is what is the new balanced price target? 15m chart shows VWAP is at 73. Significant bullish movement stepped in at 2:45am this morning (what market is that? London?). Price has support at 73.49 (strong rejection from 73.49 back to 73.88. 5m chart shows a reversal occuring after a high of 74.41. ",Y
/MYM,11/17/23,8:59 AM,Same as MES lol,Y
/MES,11/17/23,10:56 AM,"I entered long @4519.25 at 9:01 am on MES early without full confirmation, based on the unemployment rate remaining steady at 3.9%. My plan was for price to go back up to 4530 for about 10 points of profit so I was willing to risk 5 points. I ended up risking only 3 points based on invalidation of my thesis. This was a good trade based on risk management! Price reversed and I stopped out @4516.25 at 9:13 am. It was really good that I was trading on MES and not ES, because of the amount of risk I'm comfortable with relative to my account size while I'm learning",Y
/MES,11/17/23,11:04 AM,This trade I'm marking as red because it was weird. I sort of re-entered MES as a revenge trade @4516.25 at 9:15 AM. Psychologically this trade made sense! I was risking 3 points to make 6 points. Then price went up 4 points and I could have exited at a profit of $20. I didn't and then price reversed and I ended up exiting @4519.75 at 9:22 AM because I didn't feel like losing on a trade where I had a win. This is the part that I need to fix. Would it have been okay to lose another 3 points on a trade where I could have made 4 points? Or was this a low quality trade to begin with?,N 
/NG,11/17/23,11:08 AM,"I suffered emotionally big losses on NG today. I haven't had many NG losses so today was interesting. While I told myself my max risk per trade is $50, it turns out that the leverage on NG is too high to be able to invalidate a trade with only $50 risk. Because of this, I'll make this trade as green because I experienced something new about NG that will help me improve my risk management. NG's 5m ATR today was 0.0120, which is $120 of risk. So any candle that went in the opposite direction of my trade plan would have stopped me out (and it did). I stopped out at $70 on this trade instead of $50 because of this. I went short @2.945 at 9:39 am based on the overall bearish trend of the day, which was good! And yet I was a bit early. And I was actually trying to do $20 of risk. I saw that price had reached a high of 2.947 before selling off so my thesis was that 2.945 was a good entry and that price would hit resistance at 2.947. Price didn't hit resistance at 2.947 and went into the 2.950's where I got worried. Price went as high as 2.955 and I stopped out at 2.952 instead of 2.950. Observe that 952 has significant meaning for me. So it was a $70 loss instead of $50, but 2 cents is hard to time and based on the 5m ATR of 0.0120, it wasn't enough risk to invalidate the trade, even though it was more risk than I was comfortable with. Price had a really nice sell off after I stopped out and I easily could have earned $100. I did feel that whoever I was trading opposite of was trying to trap both sellers at high ends of the range and buyers at low ends of the range by pushing the ranges wider, but it couldn't have just been a coincidence that ranges were being pushed wider instead of what I thought as key price levels holding. So to me this was a good trade because I learned that I need to trade QG instead of NG to have $50 as a reasonable risk amount that will allow properly invalidating trades ",Y
/NG,11/17/23,11:35 AM,"This was actually a bad trade because I decided to go long on such an obviously bearish day, in part as a revenge trade. I could have exited at $10 or breakeven on this trade. God allowed me multiple times and I chose to ignore. Not only that, but even after I could have exited at $10 or breakeven, I hung on until I reached a loss of $90 instead of $50 where it was within my control to stop out at $50. Other than that, this trade was kind of weird, but perhaps not really. I was again trading ranges and the ranges widended, causing me to stop out. I didn't appreciate that price went up to 2.940 right after I stopped out, but I was honestly targeting 2.945 (revenge trade) or higher (a move back towards 3.000). I entered long @2.934 at 9:51 AM believing that price would hold @2.930 based on price making higher highs. So my risk truly was ~$50. I also believed @2.945 was a reasonable exit because price had reached a high of 2.947 and had broken through to 2.955. So this perhaps wasn't such a bad trade from a plan perspective. It's just that NG wasn't range trading like I had thought. The range was widening. What was bad was my risk management. I should have lost only $50 on this. And I didn't stop out at a $50 loss because of 5m ATR and because the first time around, when price went down to a $60/70 loss, price came back up. What I will say is that I'm glad I took this trade. I shot my shot! And I have to keep shooting to become more experienced so that I can win and help others win ",N
Closing Daily Reflection,11/17/23,11:48 AM,"This was a good trading week! I ended the week with a gross profit of $160, a net profit of $122, my account is back positived, *and I maintained a positive net profit for the week in my account*. Of course I would have loved to have ended the week up with a net account balance of $2300 instead of $2019. That said, I didn't end the week at $1800, down another $100 from my $100 loss a few weeks ago. I want to keep practicing in the simulator to improve. Yet I'm happy that I did live trading this week! So I'm trading sideways again, but this time in a systematic way because I told myself today that I had 4 $50 risk shots I could make today, and I made them. I had a small $3.75 win on MES and I lost the other 3 shots. I'm excited to keep going and to keep learning and to keep improving! I now have a sense of how many missed shots I can have and how much I'm willing to risk. If I had said I was only willing to lose at most $100 today, I could have sized down to QG and only lost $17 today. But I have to obtain experience on the bigger leveraged instruments to know what they feel like so I'll be successful when I scale up. Losing $15 on MES doesn't feel the same as losing $150 on ES. Just as earning $237 on ES doesn't feel the same as earning $20 on MES. The same is true of NG. More to learn! It's really cool to see my progress! Also, I'm very excited about The Fin Tea's Trade Planner Reinforcement Machine Learning Model! And I have to add trade volume to the training set data! I would love to enter into the market in December having full confidence of what market conditions and instruments I do well in, what market conditions and isntruments I don't do well in, and where I still need to explore and be okay with risking! Also I started experimenting with alerts and got a successful alert trigger!",Y
